Info,Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
,,,,,Melipotes carolae,Foja Honeyeater,,Meliphagidae,
,Gymnomyza viridis,Giant Honeyeater,,Meliphagidae,,,,,
,,,,,Gymnomyza viridis,Yellow-billed Honeyeater,,Meliphagidae,
,,,,,Gymnomyza brunneirostris,Giant Honeyeater,,Meliphagidae,
,Phylidonyris albifrons,White-fronted Honeyeater,,Meliphagidae,Purnella albifrons,White-fronted Honeyeater,,Meliphagidae,
,Phylidonyris undulatus,Barred Honeyeater,,Meliphagidae,Gliciphila undulata,Barred Honeyeater,,Meliphagidae,
,Phylidonyris notabilis,New Hebrides Honeyeater,,Meliphagidae,Gliciphila notabilis,Vanuatu Honeyeater,,Meliphagidae,
,Phylidonyris melanops,Tawny-crowned Honeyeater,,Meliphagidae,Gliciphila melanops,Tawny-crowned Honeyeater,,Meliphagidae,
,Xanthomyza phrygia,Regent Honeyeater,,Meliphagidae,Anthochaera phrygia,Regent Honeyeater,,Meliphagidae,
,Entomyzon cyanotis,Blue-faced Honeyeater,,Meliphagidae,,,,,
,,,,,Entomyzon cyanotis,Blue-faced Honeyeater,,Meliphagidae,
,,,,,Entomyzon albipennis,White-quilled Honeyeater,,Meliphagidae,
,Sericornis beccarii,Beccari's Scrubwren,,Acanthizidae,,,,,
,,,,,Sericornis beccarii,Tropical Scrubwren,,Acanthizidae,
,Sericornis virgatus,Perplexing Scrubwren,,Acanthizidae,,,,,
,,,,,Sericornis nouhuysi,Large Scrubwren,,Acanthizidae,
,Sericornis nouhuysi,Large Scrubwren,,Acanthizidae,,,,,
,Chthonicola sagittatus,Speckled Warbler,,Acanthizidae,Pyrrholaemus sagittatus,Speckled Warbler,,Acanthizidae,
,Calamanthus campestris,Rufous Fieldwren,,Acanthizidae,,,,,
,,,,,Calamanthus campestris,Rufous Fieldwren,,Acanthizidae,
,,,,,Calamanthus montanellus,Western Fieldwren,,Acanthizidae,
,Hylacola pyrrhopygia,Chestnut-rumped Heathwren,,Acanthizidae,Calamanthus pyrrhopygius,Chestnut-rumped Heathwren,,Acanthizidae,
,Hylacola cauta,Shy Heathwren,,Acanthizidae,Calamanthus cautus,Shy Heathwren,,Acanthizidae,
,Acanthiza murina,Papuan Thornbill,,Acanthizidae,Acanthiza murina,New Guinea Thornbill,,Acanthizidae,
,Gerygone cinerea,Mountain Gerygone,,Acanthizidae,Acanthiza cinerea,Grey Thornbill,,Acanthizidae,
,Gerygone magnirostris,Large-billed Gerygone,,Acanthizidae,,,,,
,,,,,Gerygone magnirostris,Large-billed Gerygone,,Acanthizidae,
,,,,,Gerygone hypoxantha,Biak Gerygone,,Acanthizidae,
,Gerygone modesta,Norfolk Island Gerygone,,Acanthizidae,Gerygone modesta,Norfolk Gerygone,,Acanthizidae,
,Gerygone flavolateralis,Fan-tailed Gerygone,,Acanthizidae,,,,,
,,,,,Gerygone flavolateralis,Fan-tailed Gerygone,,Acanthizidae,
,,,,,Gerygone citrina,Rennell Gerygone,,Acanthizidae,
,Monachella muelleriana,Torrent Robin,,Petroicidae,,,,,
,,,,,Monachella muelleriana,Torrent Flyrobin,,Petroicidae,
,,,,,Monachella coultasi,New Britain Flyrobin,,Petroicidae,
,Microeca fascinans,Jacky-winter,,Petroicidae,Microeca fascinans,Jacky Winter,,Petroicidae,
,Microeca hemixantha,Golden-bellied Flyrobin,,Petroicidae,Microeca hemixantha,Tanimbar Flyrobin,,Petroicidae,
,Microeca flavigaster,Lemon-bellied Flyrobin,,Petroicidae,,,,,
,,,,,Microeca flavigaster,Lemon-bellied Flyrobin,,Petroicidae,
,,,,,Microeca tormenti,Kimberley Flyrobin,,Petroicidae,
,Microeca griseoceps,Yellow-legged Flyrobin,,Petroicidae,Kempiella griseoceps,Yellow-legged Flyrobin,,Petroicidae,
,Microeca flavovirescens,Olive Flyrobin,,Petroicidae,Kempiella flavovirescens,Olive Flyrobin,,Petroicidae,
,Microeca papuana,Canary Flyrobin,,Petroicidae,Devioeca papuana,Canary Flyrobin,,Petroicidae,
,Petroica bivittata,Alpine Robin,,Petroicidae,Petroica bivittata,Subalpine Robin,,Petroicidae,
,Petroica multicolor,Scarlet Robin,,Petroicidae,,,,,
,,,,,Petroica multicolor,Norfolk Robin,,Petroicidae,
,,,,,Petroica pusilla,Pacific Robin,,Petroicidae,
,,,,,Petroica boodang,Scarlet Robin,,Petroicidae,
,Petroica macrocephala,Tomtit,,Petroicidae,,,,,
,,,,,Petroica macrocephala,New Zealand Tomtit,,Petroicidae,
,,,,,Petroica dannefaerdi,Snares Tomtit,,Petroicidae,
,Petroica australis,New Zealand Robin,,Petroicidae,,,,,
,,,,,Petroica australis,South Island Robin,,Petroicidae,
,,,,,Petroica longipes,North Island Robin,,Petroicidae,
,Eopsaltria flaviventris,Yellow-bellied Robin,,Petroicidae,Cryptomicroeca flaviventris,Yellow-bellied Robin,,Petroicidae,
,Eopsaltria georgiana,White-breasted Robin,,Petroicidae,Quoyornis georgianus,White-breasted Robin,,Petroicidae,
,Eopsaltria pulverulenta,Mangrove Robin,,Petroicidae,Peneoenanthe pulverulenta,Mangrove Robin,,Petroicidae,
,Poecilodryas placens,Olive-yellow Robin,,Petroicidae,Gennaeodryas placens,Banded Yellow Robin,,Petroicidae,
,Poecilodryas albonotata,Black-throated Robin,,Petroicidae,Plesiodryas albonotata,Black-throated Robin,,Petroicidae,
,Peneothello sigillatus,White-winged Robin,,Petroicidae,Peneothello sigillata,White-winged Robin,,Petroicidae,
,Heteromyias albispecularis,Grey-headed Robin,,Petroicidae,,,,,
,,,,,Heteromyias albispecularis,Ashy Robin,,Petroicidae,
,,,,,Heteromyias armiti,Black-capped Robin,,Petroicidae,
,,,,,Heteromyias cinereifrons,Grey-headed Robin,,Petroicidae,
,Drymodes superciliaris,Northern Scrub-robin,,Petroicidae,,,,,
,,,,,Drymodes superciliaris,Northern Scrub-robin,,Petroicidae,
,,,,,Drymodes beccarii,Papuan Scrub-robin,,Petroicidae,
,Irena puella,Asian Fairy-bluebird,,Irenidae,,,,,
,,,,,Irena puella,Asian Fairy-bluebird,,Irenidae,
,,,,,Irena tweeddalii,Palawan Fairy-bluebird,,Irenidae,
,Chloropsis cochinchinensis,Blue-winged Leafbird,,Chloropseidae,,,,,
,,,,,Chloropsis cochinchinensis,Javan Leafbird,,Chloropseidae,
,,,,,Chloropsis moluccensis,Blue-winged Leafbird,,Chloropseidae,
,Chloropsis hardwickii,Orange-bellied Leafbird,,Chloropseidae,,,,,
,,,,,Chloropsis hardwickii,Orange-bellied Leafbird,,Chloropseidae,
,,,,,Chloropsis lazulina,Greyish-crowned Leafbird,,Chloropseidae,
,Orthonyx novaeguineae,New Guinea Logrunner,,Orthonychidae,Orthonyx novaeguineae,Papuan Logrunner,,Orthonychidae,
,Pomatostomus isidorei,New Guinea Babbler,,Pomatostomidae,Garritornis isidorei,Papuan Babbler,,Pomatostomidae,
,Lanius isabellinus,Rufous-tailed Shrike,,Laniidae,,,,,
,,,,,Lanius isabellinus,Isabelline Shrike,,Laniidae,
,,,,,Lanius phoenicuroides,Red-tailed Shrike,,Laniidae,
,Lanius excubitor,Great Grey Shrike,,Laniidae,,,,,
,,,,,Lanius excubitor,Great Grey Shrike,,Laniidae,
,,,,,Lanius borealis,Northern Grey Shrike,,Laniidae,
,,,,,Lanius meridionalis,Iberian Grey Shrike,,Laniidae,
,Lanius sphenocercus,Chinese Grey Shrike,,Laniidae,,,,,
,,,,,Lanius sphenocercus,Chinese Grey Shrike,,Laniidae,
,,,,,Lanius giganteus,Giant Grey Shrike,,Laniidae,
,,,,,Lanius collaris,Common Fiscal,,Laniidae,
,Lanius collaris,Common Fiscal,,Laniidae,,,,,
,Lanius newtoni,Sao Tome Fiscal,,Laniidae,Lanius newtoni,Newton's Fiscal,,Laniidae,
,Lanius marwitzi,Uhehe Fiscal,,Laniidae,,,,,
,Eurocephalus rueppelli,White-rumped Shrike,,Laniidae,Eurocephalus ruppelli,Northern White-crowned Shrike,,Laniidae,
,Eurocephalus anguitimens,White-crowned Shrike,,Laniidae,Eurocephalus anguitimens,Southern White-crowned Shrike,,Laniidae,
,Vireolanius leucotis,Slaty-capped Shrike-vireo,,Vireonidae,,,,,
,,,,,Vireolanius leucotis,Slaty-capped Shrike-vireo,,Vireonidae,
,,,,,Vireolanius mikettae,Pale-legged Shrike-vireo,,Vireonidae,
,,,,,Vireo pallens,Mangrove Vireo,,Vireonidae,
,Vireo pallens,Mangrove Vireo,,Vireonidae,,,,,
,Vireo crassirostris,Thick-billed Vireo,,Vireonidae,,,,,
,,,,,Vireo crassirostris,Thick-billed Vireo,,Vireonidae,
,Vireo hypochryseus,Golden Vireo,,Vireonidae,Pachysylvia hypochrysea,Golden Greenlet,,Vireonidae,
,Vireo olivaceus,Red-eyed Vireo,,Vireonidae,,,,,
,,,,,Vireo olivaceus,Red-eyed Vireo,,Vireonidae,
,,,,,Vireo chivi,Chivi Vireo,,Vireonidae,
,Hylophilus thoracicus,Lemon-chested Greenlet,,Vireonidae,,,,,
,,,,,Hylophilus thoracicus,Rio de Janeiro Greenlet,,Vireonidae,
,,,,,Hylophilus griseiventris,Lemon-chested Greenlet,,Vireonidae,
,Hylophilus sclateri,Tepui Greenlet,,Vireonidae,Vireo sclateri,Tepui Vireo,,Vireonidae,
,Hylophilus muscicapinus,Buff-cheeked Greenlet,,Vireonidae,Pachysylvia muscicapina,Buff-cheeked Greenlet,,Vireonidae,
,Hylophilus hypoxanthus,Dusky-capped Greenlet,,Vireonidae,Pachysylvia hypoxantha,Dusky-capped Greenlet,,Vireonidae,
,Hylophilus semibrunneus,Rufous-naped Greenlet,,Vireonidae,Pachysylvia semibrunnea,Rufous-naped Greenlet,,Vireonidae,
,Hylophilus aurantiifrons,Golden-fronted Greenlet,,Vireonidae,Pachysylvia aurantiifrons,Golden-fronted Greenlet,,Vireonidae,
,Hylophilus flavipes,Scrub Greenlet,,Vireonidae,,,,,
,,,,,Hylophilus flavipes,Scrub Greenlet,,Vireonidae,
,,,,,Hylophilus insularis,Tobago Greenlet,,Vireonidae,
,,,,,Hylophilus viridiflavus,Yellow-green Greenlet,,Vireonidae,
,Hylophilus ochraceiceps,Tawny-crowned Greenlet,,Vireonidae,,,,,
,,,,,Tunchiornis ochraceiceps,Tawny-crowned Greenlet,,Vireonidae,
,,,,,Tunchiornis luteifrons,Olive-crowned Greenlet,,Vireonidae,
,Hylophilus decurtatus,Lesser Greenlet,,Vireonidae,Pachysylvia decurtata,Lesser Greenlet,,Vireonidae,
,Androphobus viridis,Papuan Whipbird,,Eupetidae,Androphobus viridis,Papuan Whipbird,,Psophodidae,
,Psophodes olivaceus,Eastern Whipbird,,Eupetidae,Psophodes olivaceus,Eastern Whipbird,,Psophodidae,
,Psophodes nigrogularis,Western Whipbird,,Eupetidae,Psophodes nigrogularis,Western Whipbird,,Psophodidae,
,Psophodes occidentalis,Chiming Wedgebill,,Eupetidae,Psophodes occidentalis,Chiming Wedgebill,,Psophodidae,
,Psophodes cristatus,Chirruping Wedgebill,,Eupetidae,Psophodes cristatus,Chirruping Wedgebill,,Psophodidae,
,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,,Cinclosomatidae,,,,,
,,,,,Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,,Cinclosomatidae,
,,,,,Cinclosoma marginatum,Western Quail-thrush,,Cinclosomatidae,
,Cinclosoma cinnamomeum,Cinnamon Quail-thrush,,Cinclosomatidae,,,,,
,,,,,Cinclosoma cinnamomeum,Cinnamon Quail-thrush,,Cinclosomatidae,
,,,,,Cinclosoma alisteri,Nullarbor Quail-thrush,,Cinclosomatidae,
,Ptilorrhoa leucosticta,Spotted Jewel-babbler,,Eupetidae,Ptilorrhoa leucosticta,Spotted Jewel-babbler,,Cinclosomatidae,
,Ptilorrhoa caerulescens,Blue Jewel-babbler,,Eupetidae,,,,,
,,,,,Ptilorrhoa caerulescens,Blue Jewel-babbler,,Cinclosomatidae,
,,,,,Ptilorrhoa geislerorum,Dimorphic Jewel-babbler,,Cinclosomatidae,
,Ptilorrhoa castanonota,Chestnut-backed Jewel-babbler,,Eupetidae,Ptilorrhoa castanonota,Chestnut-backed Jewel-babbler,,Cinclosomatidae,
,Ifrita kowaldi,Ifrit,,Orthonychidae,Ifrita kowaldi,Blue-capped Ifrit,,Ifritidae,
,Daphoenositta chrysoptera,Varied Sittella,,Neosittidae,,,,,
,,,,,Daphoenositta chrysoptera,Varied Sittella,,Neosittidae,
,,,,,Daphoenositta papuensis,Papuan Sittella,,Neosittidae,
,Mohoua albicilla,Whitehead,,Acanthizidae,Mohoua albicilla,Whitehead,,Mohouidae,
,Mohoua ochrocephala,Yellowhead,,Acanthizidae,Mohoua ochrocephala,Yellowhead,,Mohouidae,
,Mohoua novaeseelandiae,Pipipi,,Acanthizidae,Mohoua novaeseelandiae,Pipipi,,Mohouidae,
,Falcunculus frontatus,Crested Shrike-tit,,Falcunculidae,,,,,
,,,,,Falcunculus frontatus,Eastern Shrike-tit,,Falcunculidae,
,,,,,Falcunculus whitei,Northern Shrike-tit,,Falcunculidae,
,,,,,Falcunculus leucogaster,Western Shrike-tit,,Falcunculidae,
,Oreoica gutturalis,Crested Bellbird,,Colluricinclidae,Oreoica gutturalis,Crested Bellbird,,Oreoicidae,
,Rhagologus leucostigma,Mottled Whistler,,Pachycephalidae,Rhagologus leucostigma,Mottled Berryhunter,,Rhagologidae,
,Pachycare flavogriseum,Goldenface,,Pachycephalidae,Pachycare flavogriseum,Goldenface,,Acanthizidae,
,Hylocitrea bonensis,Olive-flanked Whistler,,Pachycephalidae,,,,,
,,,,,Hylocitrea bonensis,Northern Hylocitrea,,Hylocitreidae,
,,,,,Hylocitrea bonthaina,Southern Hylocitrea,,Hylocitreidae,
,Colluricincla sanghirensis,Sangihe Shrike-thrush,,Colluricinclidae,Coracornis sanghirensis,Sangihe Whistler,,Pachycephalidae,
,Aleadryas rufinucha,Rufous-naped Whistler,,Pachycephalidae,Aleadryas rufinucha,Rufous-naped Bellbird,,Oreoicidae,
,Pachycephala grisola,Mangrove Whistler,,Pachycephalidae,Pachycephala cinerea,Mangrove Whistler,,Pachycephalidae,
,,,,,Pachycephala griseiceps,Brown Whistler,,Pachycephalidae,
,Pachycephala simplex,Grey Whistler,,Pachycephalidae,,,,,
,,,,,Pachycephala simplex,Grey Whistler,,Pachycephalidae,
,Pachycephala pectoralis,Golden Whistler,,Pachycephalidae,,,,,
,,,,,Pachycephala pectoralis,Golden Whistler,,Pachycephalidae,
,,,,,Pachycephala fulvotincta,Rusty-breasted Whistler,,Pachycephalidae,
,,,,,Pachycephala teysmanni,Selayar Whistler,,Pachycephalidae,
,,,,,Pachycephala par,Banda Sea Whistler,,Pachycephalidae,
,,,,,Pachycephala mentalis,Black-chinned Whistler,,Pachycephalidae,
,,,,,Pachycephala orioloides,Oriole Whistler,,Pachycephalidae,
,,,,,Pachycephala feminina,Rennell Whistler,,Pachycephalidae,
,,,,,Pachycephala vitiensis,Fiji Whistler,,Pachycephalidae,
,Pachycephala melanura,Black-tailed Whistler,,Pachycephalidae,,,,,
,,,,,Pachycephala melanura,Black-tailed Whistler,,Pachycephalidae,
,Pachycephala caledonica,New Caledonian Whistler,,Pachycephalidae,,,,,
,,,,,Pachycephala caledonica,New Caledonian Whistler,,Pachycephalidae,
,Pachycephala implicata,Hooded Whistler,,Pachycephalidae,,,,,
,,,,,Pachycephala implicata,Guadalcanal Hooded Whistler,,Pachycephalidae,
,,,,,Pachycephala richardsi,Bougainville Hooded Whistler,,Pachycephalidae,
,,,,,Pachycephala monacha,Black-headed Whistler,,Pachycephalidae,
,Pachycephala monacha,Black-headed Whistler,,Pachycephalidae,,,,,
,Pachycephala leucogastra,White-bellied Whistler,,Pachycephalidae,,,,,
,,,,,Pachycephala leucogastra,White-bellied Whistler,,Pachycephalidae,
,Colluricincla umbrina,Sooty Shrike-thrush,,Colluricinclidae,Colluricincla tenebrosa,Sooty Shrike-thrush,,Pachycephalidae,
,Colluricincla megarhyncha,Little Shrike-thrush,,Colluricinclidae,Colluricincla megarhyncha,Little Shrike-thrush,,Pachycephalidae,
,Colluricincla boweri,Bower's Shrike-thrush,,Colluricinclidae,Colluricincla boweri,Bower's Shrike-thrush,,Pachycephalidae,
,Colluricincla woodwardi,Sandstone Shrike-thrush,,Colluricinclidae,Colluricincla woodwardi,Sandstone Shrike-thrush,,Pachycephalidae,
,Colluricincla harmonica,Grey Shrike-thrush,,Colluricinclidae,Colluricincla harmonica,Grey Shrike-thrush,,Pachycephalidae,
,Colluricincla tenebrosa,Morningbird,,Colluricinclidae,Pachycephala tenebrosa,Morningbird,,Pachycephalidae,
,Pitohui kirhocephalus,Variable Pitohui,,Colluricinclidae,,,,,
,,,,,Pitohui kirhocephalus,Northern Variable Pitohui,,Oriolidae,
,,,,,Pitohui uropygialis,Southern Variable Pitohui,,Oriolidae,
,,,,,Pitohui cerviniventris,Waigeo Pitohui,,Oriolidae,
,Pitohui dichrous,Hooded Pitohui,,Colluricinclidae,Pitohui dichrous,Hooded Pitohui,,Oriolidae,
,Pitohui incertus,White-bellied Pitohui,,Colluricinclidae,Pseudorectes incertus,White-bellied Pitohui,,Pachycephalidae,
,Pitohui ferrugineus,Rusty Pitohui,,Colluricinclidae,Pseudorectes ferrugineus,Rusty Pitohui,,Pachycephalidae,
,Pitohui cristatus,Crested Pitohui,,Colluricinclidae,Ornorectes cristatus,Piping Bellbird,,Oreoicidae,
,Pitohui nigrescens,Black Pitohui,,Colluricinclidae,Melanorectes nigrescens,Black Pitohui,,Pachycephalidae,
,Eulacestoma nigropectus,Wattled Ploughbill,,Falcunculidae,Eulacestoma nigropectus,Wattled Ploughbill,,Eulacestomidae,
,Turnagra capensis,South Island Piopio,,Turnagridae,Turnagra capensis,South Island Piopio,,Oriolidae,
,Turnagra tanagra,North Island Piopio,,Turnagridae,Turnagra tanagra,North Island Piopio,,Oriolidae,
,Platylophus galericulatus,Crested Jay,,Corvidae,Platylophus galericulatus,Crested Jay,,Platylophidae,
,Platysmurus leucopterus,Black Magpie,,Corvidae,,,,,
,,,,,Platysmurus leucopterus,Malay Black Magpie,,Corvidae,
,,,,,Platysmurus aterrimus,Bornean Black Magpie,,Corvidae,
,Aphelocoma insularis,Island Scrub-jay,,Corvidae,,,,,
,,,,,Aphelocoma californica,Western Scrub-jay,,Corvidae,
,Aphelocoma californica,Western Scrub-jay,,Corvidae,,,,,
,Aphelocoma ultramarina,Mexican Jay,,Corvidae,,,,,
,,,,,Aphelocoma ultramarina,Ultramarine Jay,,Corvidae,
,,,,,Aphelocoma wollweberi,Mexican Jay,,Corvidae,
,Aphelocoma unicolor,Unicoloured Jay,,Corvidae,Aphelocoma unicolor,Unicolored Jay,,Corvidae,
,Cyanolyca armillata,Black-collared Jay,,Corvidae,,,,,
,,,,,Cyanolyca armillata,Black-collared Jay,,Corvidae,
,,,,,Cyanolyca quindiuna,Quindio Jay,,Corvidae,
,Cyanolyca nana,Dwarf Jay,,Corvidae,Cyanolyca nanus,Dwarf Jay,,Corvidae,
,Cyanocorax caeruleus,Azure Jay,,Corvidae,Cyanocorax coeruleus,Azure Jay,,Corvidae,
,Cyanocorax heilprini,Azure-naped Jay,,Corvidae,,,,,
,,,,,Cyanocorax heilprini,Azure-naped Jay,,Corvidae,
,,,,,Cyanocorax hafferi,Campina Jay,,Corvidae,
,Calocitta colliei,Black-throated Magpie-jay,,Corvidae,Cyanocorax colliei,Black-throated Magpie-jay,,Corvidae,
,Calocitta formosa,White-throated Magpie-jay,,Corvidae,Cyanocorax formosus,White-throated Magpie-jay,,Corvidae,
,Garrulus glandarius,Eurasian Jay,,Corvidae,,,,,
,,,,,Garrulus glandarius,Eurasian Jay,,Corvidae,
,,,,,Garrulus bispecularis,Plain-crowned Jay,,Corvidae,
,,,,,Garrulus leucotis,White-faced Jay,,Corvidae,
,Urocissa ornata,Sri Lanka Magpie,,Corvidae,Urocissa ornata,Sri Lanka Blue Magpie,,Corvidae,
,Urocissa caerulea,Taiwan Magpie,,Corvidae,Urocissa caerulea,Taiwan Blue Magpie,,Corvidae,
,Urocissa flavirostris,Gold-billed Magpie,,Corvidae,Urocissa flavirostris,Yellow-billed Blue Magpie,,Corvidae,
,Urocissa erythrorhyncha,Blue Magpie,,Corvidae,Urocissa erythroryncha,Red-billed Blue Magpie,,Corvidae,
,Urocissa whiteheadi,White-winged Magpie,,Corvidae,,,,,
,,,,,Urocissa whiteheadi,Hainan Magpie,,Corvidae,
,,,,,Urocissa xanthomelana,White-winged Magpie,,Corvidae,
,Cissa chinensis,Green Magpie,,Corvidae,Cissa chinensis,Common Green Magpie,,Corvidae,
,Cissa thalassina,Short-tailed Magpie,,Corvidae,,,,,
,,,,,Cissa thalassina,Javan Green Magpie,,Corvidae,
,,,,,Cissa jefferyi,Bornean Green Magpie,,Corvidae,
,Cissa hypoleuca,Yellow-breasted Magpie,,Corvidae,Cissa hypoleuca,Indochinese Green Magpie,,Corvidae,
,Cyanopica cyanus,Azure-winged Magpie,,Corvidae,,,,,
,,,,,Cyanopica cyanus,Asian Azure-winged Magpie,,Corvidae,
,,,,,Cyanopica cooki,Iberian Azure-winged Magpie,,Corvidae,
,Dendrocitta occipitalis,Sunda Treepie,,Corvidae,,,,,
,,,,,Dendrocitta occipitalis,Sumatran Treepie,,Corvidae,
,,,,,Dendrocitta cinerascens,Bornean Treepie,,Corvidae,
,Dendrocitta bayleyi,Andaman Treepie,,Corvidae,Dendrocitta bayleii,Andaman Treepie,,Corvidae,
,Crypsirina temia,Racket-tailed Treepie,,Corvidae,Crypsirina temia,Racquet-tailed Treepie,,Corvidae,
,Pica pica,Black-billed Magpie,,Corvidae,,,,,
,,,,,Pica pica,Eurasian Magpie,,Corvidae,
,,,,,Pica mauritanica,Maghreb Magpie,,Corvidae,
,,,,,Pica asirensis,Asir Magpie,,Corvidae,
,,,,,Pica hudsonia,Black-billed Magpie,,Corvidae,
,Pica nuttalli,Yellow-billed Magpie,,Corvidae,Pica nutalli,Yellow-billed Magpie,,Corvidae,
,Zavattariornis stresemanni,Ethiopian Bush-crow,,Corvidae,Zavattariornis stresemanni,Ethiopian Bushcrow,,Corvidae,
,Pseudopodoces humilis,Tibetan Ground-tit,,Paridae,Pseudopodoces humilis,Ground Tit,,Paridae,
,Nucifraga caryocatactes,Spotted Nutcracker,,Corvidae,,,,,
,,,,,Nucifraga caryocatactes,Northern Nutcracker,,Corvidae,
,,,,,Nucifraga hemispila,Southern Nutcracker,,Corvidae,
,,,,,Nucifraga multipunctata,Large-spotted Nutcracker,,Corvidae,
,Corvus enca,Slender-billed Crow,,Corvidae,,,,,
,,,,,Corvus enca,Slender-billed Crow,,Corvidae,
,,,,,Corvus violaceus,Violet Crow,,Corvidae,
,Corvus caurinus,North-western Crow,,Corvidae,Corvus caurinus,Northwestern Crow,,Corvidae,
,,,,,Corvus macrorhynchos,Large-billed Crow,,Corvidae,
,Corvus macrorhynchos,Large-billed Crow,,Corvidae,,,,,
,Corvus levaillantii,Jungle Crow,,Corvidae,,,,,
,Corvus orru,Torresian Crow,,Corvidae,,,,,
,,,,,Corvus orru,Torresian Crow,,Corvidae,
,,,,,Corvus insularis,Bismarck Crow,,Corvidae,
,Corvus torquatus,Collared Crow,,Corvidae,Corvus pectoralis,Collared Crow,,Corvidae,
,Melampitta lugubris,Lesser Melampitta,,Orthonychidae,Melampitta lugubris,Lesser Melampitta,,Melampittidae,
,Melampitta gigantea,Greater Melampitta,,Orthonychidae,Megalampitta gigantea,Greater Melampitta,,Melampittidae,
,Loboparadisea sericea,Yellow-breasted Bird-of-paradise,,Cnemophilidae,Loboparadisea sericea,Yellow-breasted Satinbird,,Cnemophilidae,
,Cnemophilus macgregorii,Crested Bird-of-paradise,,Cnemophilidae,,,,,
,,,,,Cnemophilus macgregorii,Yellow Satinbird,,Cnemophilidae,
,,,,,Cnemophilus sanguineus,Red Satinbird,,Cnemophilidae,
,Cnemophilus loriae,Loria's Bird-of-paradise,,Cnemophilidae,Cnemophilus loriae,Loria's Satinbird,,Cnemophilidae,
,Macgregoria pulchra,Ochre-winged Honeyeater,,Meliphagidae,Macgregoria pulchra,Macgregor's Honeyeater,,Meliphagidae,
,Lycocorax pyrrhopterus,Paradise-crow,,Paradisaeidae,,,,,
,,,,,Lycocorax pyrrhopterus,Halmahera Paradise-crow,,Paradisaeidae,
,,,,,Lycocorax obiensis,Obi Paradise-crow,,Paradisaeidae,
,Manucodia keraudrenii,Trumpet Manucode,,Paradisaeidae,Phonygammus keraudrenii,Trumpet Manucode,,Paradisaeidae,
,Semioptera wallacii,Standardwing,,Paradisaeidae,Semioptera wallacii,Standardwing Bird-of-paradise,,Paradisaeidae,
,Epimachus fastuosus,Black Sicklebill,,Paradisaeidae,Epimachus fastosus,Black Sicklebill,,Paradisaeidae,
,Epimachus albertisi,Black-billed Sicklebill,,Paradisaeidae,Drepanornis albertisi,Black-billed Sicklebill,,Paradisaeidae,
