Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
Terpsiphone rufiventer,Red-bellied Paradise Flycatcher,,Monarchidae,,,,,
Terpsiphone smithii,Annobon Paradise Flycatcher,,Monarchidae,,,,,
Terpsiphone bedfordi,Bedford's Paradise Flycatcher,,Monarchidae,Terpsiphone bedfordi,Bedford's Paradise-flycatcher,,Monarchidae,
Terpsiphone rufocinerea,Rufous-vented Paradise Flycatcher,,Monarchidae,Terpsiphone rufocinerea,Rufous-vented Paradise-flycatcher,,Monarchidae,
Terpsiphone batesi,Bates's Paradise Flycatcher,,Monarchidae,Terpsiphone batesi,Bates's Paradise-flycatcher,,Monarchidae,
Terpsiphone viridis,African Paradise Flycatcher,,Monarchidae,Terpsiphone viridis,African Paradise-flycatcher,,Monarchidae,
Terpsiphone atrochalybeia,Sao Tome Paradise Flycatcher,,Monarchidae,Terpsiphone atrochalybeia,Sao Tome Paradise-flycatcher,,Monarchidae,
Terpsiphone mutata,Malagasy Paradise Flycatcher,,Monarchidae,Terpsiphone mutata,Madagascar Paradise-flycatcher,,Monarchidae,
Terpsiphone corvina,Seychelles Paradise Flycatcher,,Monarchidae,Terpsiphone corvina,Seychelles Paradise-flycatcher,,Monarchidae,
Terpsiphone bourbonnensis,Mascarene Paradise Flycatcher,,Monarchidae,Terpsiphone bourbonnensis,Mascarene Paradise-flycatcher,,Monarchidae,
Terpsiphone paradisi,Asian Paradise Flycatcher,,Monarchidae,,,,,
,,,,Terpsiphone paradisi,Indian Paradise-flycatcher,,Monarchidae,
,,,,Terpsiphone affinis,Oriental Paradise-flycatcher,,Monarchidae,
,,,,Terpsiphone floris,Nusa Tenggara Paradise-flycatcher,,Monarchidae,
,,,,Terpsiphone incei,Chinese Paradise-flycatcher,,Monarchidae,
Terpsiphone atrocaudata,Japanese Paradise Flycatcher,,Monarchidae,Terpsiphone atrocaudata,Japanese Paradise-flycatcher,,Monarchidae,
Terpsiphone cinnamomea,Rufous Paradise Flycatcher,,Monarchidae,,,,,
,,,,Terpsiphone cinnamomea,Southern Rufous Paradise-flycatcher,,Monarchidae,
,,,,Terpsiphone unirufa,Northern Rufous Paradise-flycatcher,,Monarchidae,
Terpsiphone cyanescens,Blue Paradise Flycatcher,,Monarchidae,Terpsiphone cyanescens,Blue Paradise-flycatcher,,Monarchidae,
Pomarea nigra,Tahiti Monarch,,Monarchidae,,,,,
,,,,Pomarea nigra,Tahiti Monarch,,Monarchidae,
,,,,Pomarea pomarea,Maupiti Monarch,,Monarchidae,
Pomarea iphis,Iphis Monarch,,Monarchidae,,,,,
,,,,Pomarea iphis,Iphis Monarch,,Monarchidae,
,,,,Pomarea fluxa,Eiao Monarch,,Monarchidae,
Pomarea mendozae,Marquesan Monarch,,Monarchidae,,,,,
,,,,Pomarea mendozae,Marquesas Monarch,,Monarchidae,
,,,,Pomarea nukuhivae,Nuku Hiva Monarch,,Monarchidae,
,,,,Pomarea mira,Ua Pou Monarch,,Monarchidae,
Pomarea whitneyi,Fatuhiva Monarch,,Monarchidae,Pomarea whitneyi,Fatu Hiva Monarch,,Monarchidae,
Mayrornis versicolor,Versicolored Monarch,,Monarchidae,Mayrornis versicolor,Ogea Monarch,,Monarchidae,
Clytorhynchus sanctaecrucis,Santa Cruz Shrikebill,,Monarchidae,Clytorhynchus sanctaecrucis,Nendo Shrikebill,,Monarchidae,
Monarcha rubiensis,Rufous Monarch,,Monarchidae,Symposiachrus rubiensis,Rufous Monarch,,Monarchidae,
Monarcha erythrostictus,Bougainville Monarch,,Monarchidae,,,,,
Monarcha castaneiventris,Chestnut-bellied Monarch,,Monarchidae,,,,,
,,,,Monarcha ugiensis,Ugi Monarch,,Monarchidae,
,,,,Monarcha megarhynchus,Makira Monarch,,Monarchidae,
,,,,Monarcha castaneiventris,Chestnut-bellied Monarch,,Monarchidae,
,,,,Carterornis pileatus,White-naped Monarch,,Monarchidae,
Carterornis pileatus,White-naped Monarch,,Monarchidae,,,,,
,,,,Carterornis castus,Tanimbar Monarch,,Monarchidae,
,,,,Symposiachrus trivirgatus,Spectacled Monarch,,Monarchidae,
Symposiachrus trivirgatus,Spectacled Monarch,,Monarchidae,,,,,
Symposiachrus bimaculatus,Moluccan Monarch,,Monarchidae,,,,,
Symposiachrus menckei,Mussau Monarch,,Monarchidae,Symposiachrus menckei,White-breasted Monarch,,Monarchidae,
Symposiachrus verticalis,Black-tailed Monarch,,Monarchidae,,,,,
,,,,Symposiachrus verticalis,Black-tailed Monarch,,Monarchidae,
,,,,Symposiachrus ateralbus,Djaul Monarch,,Monarchidae,
Symposiachrus barbatus,Solomons Monarch,,Monarchidae,,,,,
,,,,Symposiachrus barbatus,Solomons Pied Monarch,,Monarchidae,
,,,,Symposiachrus malaitae,Malaita Monarch,,Monarchidae,
Monarcha godeffroyi,Yap Monarch,,Monarchidae,Metabolus godeffroyi,Yap Monarch,,Monarchidae,
Monarcha takatsukasae,Tinian Monarch,,Monarchidae,Metabolus takatsukasae,Tinian Monarch,,Monarchidae,
Myiagra oceanica,Oceanic Flycatcher,,Monarchidae,Myiagra oceanica,Chuuk Flycatcher,,Monarchidae,
Myiagra atra,Biak Black Flycatcher,,Monarchidae,Myiagra atra,Biak Flycatcher,,Monarchidae,
Myiagra azureocapilla,Azure-crested Flycatcher,,Monarchidae,,,,,
,,,,Myiagra azureocapilla,Azure-crested Flycatcher,,Monarchidae,
,,,,Myiagra castaneigularis,Chestnut-throated Flycatcher,,Monarchidae,
Myiagra hebetior,Velvet Flycatcher,,Monarchidae,,,,,
,,,,Myiagra hebetior,Mussau Flycatcher,,Monarchidae,
,,,,Myiagra eichhorni,Velvet Flycatcher,,Monarchidae,
,,,,Myiagra cervinicolor,Djaul Flycatcher,,Monarchidae,
Lamprolia victoriae,Silktail,,Rhipiduridae,,,,,
,,,,Lamprolia victoriae,Taveuni Silktail,,Rhipiduridae,
,,,,Lamprolia klinesmithi,Natewa Silktail,,Rhipiduridae,
Lanioturdus torquatus,White-tailed Shrike,,Platysteiridae,Lanioturdus torquatus,Ground Batis,,Platysteiridae,
Laniarius ruficeps,Red-naped Bushshrike,,Malaconotidae,Laniarius ruficeps,Red-naped Bush-shrike,,Malaconotidae,
Laniarius luehderi,Lühder's Bushshrike,,Malaconotidae,Laniarius luehderi,Lühder's Bush-shrike,,Malaconotidae,
Laniarius brauni,Braun's Bushshrike,,Malaconotidae,Laniarius brauni,Braun's Bush-shrike,,Malaconotidae,
Laniarius amboimensis,Gabela Bushshrike,,Malaconotidae,Laniarius amboimensis,Gabela Bush-shrike,,Malaconotidae,
,,,,Laniarius aethiopicus,Tropical Boubou,,Malaconotidae,
Laniarius aethiopicus,Ethiopian Boubou,,Malaconotidae,,,,,
Laniarius major,Tropical Boubou,,Malaconotidae,,,,,
Laniarius erlangeri,Somali Boubou,,Malaconotidae,Laniarius nigerrimus,Manda Boubou,,Malaconotidae,
Laniarius sublacteus,East Coast Boubou,,Malaconotidae,Laniarius sublacteus,Zanzibar Boubou,,Malaconotidae,
Laniarius atrococcineus,Crimson-breasted Shrike,,Malaconotidae,Laniarius atrococcineus,Crimson-breasted Gonolek,,Malaconotidae,
Laniarius funebris,Slate-colored Boubou,,Malaconotidae,Laniarius funebris,Slate-coloured Boubou,,Malaconotidae,
Laniarius poensis,Mountain Sooty Boubou,,Malaconotidae,,,,,
,,,,Laniarius poensis,Mountain Sooty Boubou,,Malaconotidae,
Laniarius willardi,Willard's Sooty Boubou,,Malaconotidae,,,,,
,,,,Laniarius holomelas,Albertine Sooty Boubou,,Malaconotidae,
Telophorus cruentus,Rosy-patched Bushshrike,,Malaconotidae,Rhodophoneus cruentus,Rosy-patched Bush-shrike,,Malaconotidae,
Chlorophoneus bocagei,Bocage's Bushshrike,,Malaconotidae,Chlorophoneus bocagei,Bocage's Bush-shrike,,Malaconotidae,
Chlorophoneus sulfureopectus,Orange-breasted Bushshrike,,Malaconotidae,Chlorophoneus sulfureopectus,Orange-breasted Bush-shrike,,Malaconotidae,
Chlorophoneus olivaceus,Olive Bushshrike,,Malaconotidae,Chlorophoneus olivaceus,Olive Bush-shrike,,Malaconotidae,
Chlorophoneus multicolor,Many-colored Bushshrike,,Malaconotidae,Chlorophoneus multicolor,Many-coloured Bush-shrike,,Malaconotidae,
Chlorophoneus nigrifrons,Black-fronted Bushshrike,,Malaconotidae,Chlorophoneus nigrifrons,Black-fronted Bush-shrike,,Malaconotidae,
Chlorophoneus kupeensis,Mount Kupe Bushshrike,,Malaconotidae,Chlorophoneus kupeensis,Mount Kupe Bush-shrike,,Malaconotidae,
,,,,Telophorus viridis,Gorgeous Bush-shrike,,Malaconotidae,
Telophorus viridis,Gorgeous Bushshrike,,Malaconotidae,,,,,
Telophorus dohertyi,Doherty's Bushshrike,,Malaconotidae,Telophorus dohertyi,Doherty's Bush-shrike,,Malaconotidae,
Telophorus quadricolor,Four-colored Bushshrike,,Malaconotidae,,,,,
Malaconotus cruentus,Fiery-breasted Bushshrike,,Malaconotidae,Malaconotus cruentus,Fiery-breasted Bush-shrike,,Malaconotidae,
Malaconotus lagdeni,Lagden's Bushshrike,,Malaconotidae,Malaconotus lagdeni,Lagden's Bush-shrike,,Malaconotidae,
Malaconotus gladiator,Green-breasted Bushshrike,,Malaconotidae,Malaconotus gladiator,Green-breasted Bush-shrike,,Malaconotidae,
Malaconotus blanchoti,Grey-headed Bushshrike,,Malaconotidae,Malaconotus blanchoti,Grey-headed Bush-shrike,,Malaconotidae,
Malaconotus monteiri,Monteiro's Bushshrike,,Malaconotidae,Malaconotus monteiri,Monteiro's Bush-shrike,,Malaconotidae,
Malaconotus alius,Uluguru Bushshrike,,Malaconotidae,Malaconotus alius,Uluguru Bush-shrike,,Malaconotidae,
Megabyas flammulatus,African Shrike-flycatcher,,Platysteiridae,Megabyas flammulatus,African Shrike-flycatcher,,Vangidae,
Bias musicus,Black-and-white Shrike-flycatcher,,Platysteiridae,Bias musicus,Black-and-white Shrike-flycatcher,,Vangidae,
,,,,Batis dimorpha,Malawi Batis,,Platysteiridae,
Batis capensis,Cape Batis,,Platysteiridae,,,,,
,,,,Batis capensis,Cape Batis,,Platysteiridae,
Batis fratrum,Woodward's Batis,,Platysteiridae,Batis fratrum,Woodwards' Batis,,Platysteiridae,
Batis soror,Pale Batis,,Platysteiridae,Batis soror,East Coast Batis,,Platysteiridae,
,,,,Batis occulta,West African Batis,,Platysteiridae,
Batis poensis,Fernando Po Batis,,Platysteiridae,,,,,
,,,,Batis poensis,Bioko Batis,,Platysteiridae,
Platysteira castanea,Chestnut Wattle-eye,,Platysteiridae,,,,,
,,,,Dyaphorophyia castanea,Chestnut Wattle-eye,,Platysteiridae,
,,,,Dyaphorophyia hormophora,West African Wattle-eye,,Platysteiridae,
Platysteira tonsa,White-spotted Wattle-eye,,Platysteiridae,Dyaphorophyia tonsa,White-spotted Wattle-eye,,Platysteiridae,
Platysteira blissetti,Red-cheeked Wattle-eye,,Platysteiridae,Dyaphorophyia blissetti,Red-cheeked Wattle-eye,,Platysteiridae,
Platysteira chalybea,Black-necked Wattle-eye,,Platysteiridae,Dyaphorophyia chalybea,Black-necked Wattle-eye,,Platysteiridae,
Platysteira jamesoni,Jameson's Wattle-eye,,Platysteiridae,Dyaphorophyia jamesoni,Jameson's Wattle-eye,,Platysteiridae,
Platysteira concreta,Yellow-bellied Wattle-eye,,Platysteiridae,,,,,
,,,,Dyaphorophyia concreta,Rufous-bellied Wattle-eye,,Platysteiridae,
,,,,Dyaphorophyia ansorgei,Yellow-bellied Wattle-eye,,Platysteiridae,
Prionops plumatus,White-crested Helmetshrike,,Prionopidae,Prionops plumatus,White-crested Helmetshrike,,Vangidae,
Prionops poliolophus,Grey-crested Helmetshrike,,Prionopidae,Prionops poliolophus,Grey-crested Helmetshrike,,Vangidae,
Prionops alberti,Yellow-crested Helmetshrike,,Prionopidae,Prionops alberti,Yellow-crested Helmetshrike,,Vangidae,
Prionops caniceps,Red-billed Helmetshrike,,Prionopidae,Prionops caniceps,Red-billed Helmetshrike,,Vangidae,
Prionops rufiventris,Rufous-bellied Helmetshrike,,Prionopidae,Prionops rufiventris,Rufous-bellied Helmetshrike,,Vangidae,
Prionops retzii,Retz's Helmetshrike,,Prionopidae,Prionops retzii,Retz's Helmetshrike,,Vangidae,
Prionops gabela,Gabela Helmetshrike,,Prionopidae,Prionops gabela,Gabela Helmetshrike,,Vangidae,
Prionops scopifrons,Chestnut-fronted Helmetshrike,,Prionopidae,Prionops scopifrons,Chestnut-fronted Helmetshrike,,Vangidae,
Tephrodornis virgatus,Large Woodshrike,,Tephrodornithidae,Tephrodornis virgatus,Large Woodshrike,,Vangidae,
Tephrodornis sylvicola,Malabar Woodshrike,,Tephrodornithidae,Tephrodornis sylvicola,Malabar Woodshrike,,Vangidae,
Tephrodornis pondicerianus,Common Woodshrike,,Tephrodornithidae,Tephrodornis pondicerianus,Common Woodshrike,,Vangidae,
Tephrodornis affinis,Sri Lanka Woodshrike,,Tephrodornithidae,Tephrodornis affinis,Sri Lanka Woodshrike,,Vangidae,
Philentoma pyrhoptera,Rufous-winged Philentoma,,Tephrodornithidae,Philentoma pyrhoptera,Rufous-winged Philentoma,,Vangidae,
Philentoma velata,Maroon-breasted Philentoma,,Tephrodornithidae,Philentoma velata,Maroon-breasted Philentoma,,Vangidae,
Leptopterus chabert,Chabert's Vanga,,Vangidae,Leptopterus chabert,Chabert Vanga,,Vangidae,
Cyanolanius madagascarinus,Blue Vanga,,Vangidae,,,,,
,,,,Cyanolanius madagascarinus,Madagascar Blue Vanga,,Vangidae,
,,,,Cyanolanius comorensis,Comoro Blue Vanga,,Vangidae,
,,,,Heteralocha acutirostris,Huia,,Callaeidae,
Ptilogonys cinereus,Grey Silky-flycatcher,,Ptilogonatidae,Ptiliogonys cinereus,Grey Silky-flycatcher,,Ptiliogonatidae,
Ptilogonys caudatus,Long-tailed Silky-flycatcher,,Ptilogonatidae,Ptiliogonys caudatus,Long-tailed Silky-flycatcher,,Ptiliogonatidae,
Phainopepla nitens,Phainopepla,,Ptilogonatidae,Phainopepla nitens,Phainopepla,,Ptiliogonatidae,
Phainoptila melanoxantha,Black-and-yellow Phainoptila,,Ptilogonatidae,Phainoptila melanoxantha,Black-and-yellow Silky-flycatcher,,Ptiliogonatidae,
Stizorhina finschi,Finsch's Rufous Thrush,,Turdidae,Stizorhina finschi,Finsch's Flycatcher-thrush,,Turdidae,
Stizorhina fraseri,Fraser's Rufous Thrush,,Turdidae,Stizorhina fraseri,Rufous Flycatcher-thrush,,Turdidae,
Neocossyphus rufus,Red-tailed Rufous Thrush,,Turdidae,Neocossyphus rufus,Red-tailed Ant-thrush,,Turdidae,
Neocossyphus poensis,White-tailed Rufous Thrush,,Turdidae,Neocossyphus poensis,White-tailed Ant-thrush,,Turdidae,
,,,,Monticola sharpei,Forest Rock-thrush,,Muscicapidae,
Monticola sharpei,Forest Rock Thrush,,Muscicapidae,,,,,
,,,,Monticola imerina,Littoral Rock-thrush,,Muscicapidae,
Monticola imerina,Littoral Rock Thrush,,Muscicapidae,,,,,
,,,,Monticola erythronotus,Amber Mountain Rock-thrush,,Muscicapidae,
Monticola rupestris,Cape Rock Thrush,,Muscicapidae,Monticola rupestris,Cape Rock-thrush,,Muscicapidae,
Monticola explorator,Sentinel Rock Thrush,,Muscicapidae,Monticola explorator,Sentinel Rock-thrush,,Muscicapidae,
Monticola brevipes,Short-toed Rock Thrush,,Muscicapidae,Monticola brevipes,Short-toed Rock-thrush,,Muscicapidae,
Monticola angolensis,Miombo Rock Thrush,,Muscicapidae,Monticola angolensis,Miombo Rock-thrush,,Muscicapidae,
Monticola saxatilis,Rufous-tailed Rock Thrush,,Muscicapidae,Monticola saxatilis,Rufous-tailed Rock-thrush,,Muscicapidae,
Monticola rufocinereus,Little Rock Thrush,,Muscicapidae,Monticola rufocinereus,Little Rock-thrush,,Muscicapidae,
Monticola cinclorhynchus,Blue-capped Rock Thrush,,Muscicapidae,Monticola cinclorhyncha,Blue-capped Rock-thrush,,Muscicapidae,
Monticola gularis,White-throated Rock Thrush,,Muscicapidae,Monticola gularis,White-throated Rock-thrush,,Muscicapidae,
Monticola rufiventris,Chestnut-bellied Rock Thrush,,Muscicapidae,Monticola rufiventris,Chestnut-bellied Rock-thrush,,Muscicapidae,
Monticola solitarius,Blue Rock Thrush,,Muscicapidae,Monticola solitarius,Blue Rock-thrush,,Muscicapidae,
Myophonus blighi,Sri Lanka Whistling Thrush,,Turdidae,Myophonus blighi,Sri Lanka Whistling-thrush,,Muscicapidae,
Myophonus melanurus,Shiny Whistling Thrush,,Turdidae,Myophonus melanurus,Shiny Whistling-thrush,,Muscicapidae,
Myophonus glaucinus,Javan Whistling Thrush,,Turdidae,Myophonus glaucinus,Javan Whistling-thrush,,Muscicapidae,
Myophonus borneensis,Bornean Whistling Thrush,,Turdidae,Myophonus borneensis,Bornean Whistling-thrush,,Muscicapidae,
Myophonus castaneus,Brown-winged Whistling Thrush,,Turdidae,Myophonus castaneus,Sumatran Whistling-thrush,,Muscicapidae,
Myophonus robinsoni,Malayan Whistling Thrush,,Turdidae,Myophonus robinsoni,Malay Whistling-thrush,,Muscicapidae,
Myophonus horsfieldii,Malabar Whistling Thrush,,Turdidae,Myophonus horsfieldii,Malabar Whistling-thrush,,Muscicapidae,
Myophonus caeruleus,Blue Whistling Thrush,,Turdidae,Myophonus caeruleus,Blue Whistling-thrush,,Muscicapidae,
Myophonus insularis,Taiwan Whistling Thrush,,Turdidae,Myophonus insularis,Taiwan Whistling-thrush,,Muscicapidae,
Zoothera schistacea,Slaty-backed Thrush,,Turdidae,Geokichla schistacea,Slaty-backed Thrush,,Turdidae,
Zoothera dumasi,Buru Thrush,,Turdidae,Geokichla dumasi,Buru Thrush,,Turdidae,
Zoothera joiceyi,Seram Thrush,,Turdidae,Geokichla joiceyi,Seram Thrush,,Turdidae,
Zoothera interpres,Chestnut-capped Thrush,,Turdidae,Geokichla interpres,Chestnut-capped Thrush,,Turdidae,
Zoothera leucolaema,Enggano Thrush,,Turdidae,Geokichla leucolaema,Enggano Thrush,,Turdidae,
Zoothera erythronota,Red-backed Thrush,,Turdidae,Geokichla erythronota,Red-backed Thrush,,Turdidae,
Zoothera mendeni,Red-and-black Thrush,,Turdidae,Geokichla mendeni,Red-and-black Thrush,,Turdidae,
Zoothera dohertyi,Chestnut-backed Thrush,,Turdidae,Geokichla dohertyi,Chestnut-backed Thrush,,Turdidae,
Zoothera wardii,Pied Thrush,,Turdidae,Geokichla wardii,Pied Thrush,,Turdidae,
Zoothera cinerea,Ashy Thrush,,Turdidae,Geokichla cinerea,Ashy Thrush,,Turdidae,
Zoothera peronii,Orange-sided Thrush,,Turdidae,Geokichla peronii,Orange-banded Thrush,,Turdidae,
Zoothera citrina,Orange-headed Thrush,,Turdidae,Geokichla citrina,Orange-headed Thrush,,Turdidae,
Zoothera sibirica,Siberian Thrush,,Turdidae,Geokichla sibirica,Siberian Thrush,,Turdidae,
Zoothera piaggiae,Abyssinian Ground Thrush,,Turdidae,Geokichla piaggiae,Abyssinian Ground-thrush,,Turdidae,
Zoothera crossleyi,Crossley's Ground Thrush,,Turdidae,Geokichla crossleyi,Crossley's Ground-thrush,,Turdidae,
Zoothera gurneyi,Orange Ground Thrush,,Turdidae,Geokichla gurneyi,Orange Ground-thrush,,Turdidae,
Zoothera oberlaenderi,Oberländer's Ground Thrush,,Turdidae,Geokichla oberlaenderi,Oberländer's Ground-thrush,,Turdidae,
,,,,Geokichla camaronensis,Black-eared Ground-thrush,,Turdidae,
Zoothera camaronensis,Black-eared Ground Thrush,,Turdidae,,,,,
Zoothera princei,Grey Ground Thrush,,Turdidae,Geokichla princei,Grey Ground-thrush,,Turdidae,
Zoothera kibalensis,Kibale Ground Thrush,,Turdidae,,,,,
Zoothera guttata,Spotted Ground Thrush,,Turdidae,Geokichla guttata,Spotted Ground-thrush,,Turdidae,
Zoothera spiloptera,Spot-winged Thrush,,Turdidae,Geokichla spiloptera,Spot-winged Thrush,,Turdidae,
Zoothera mollissima,Plain-backed Thrush,,Turdidae,,,,,
,,,,Zoothera mollissima,Alpine Thrush,,Turdidae,
,,,,Zoothera griseiceps,Sichuan Forest Thrush,,Turdidae,
,,,,Zoothera salimalii,Himalayan Forest Thrush,,Turdidae,
,,,,Zoothera dauma,Scaly Thrush,,Turdidae,
,,,,Zoothera aurea,White's Thrush,,Turdidae,
Zoothera aurea,White's Thrush,,Turdidae,,,,,
Zoothera neilgherriensis,Nilgiri Thrush,,Turdidae,,,,,
Zoothera imbricata,Sri Lanka Thrush,,Turdidae,,,,,
Zoothera dauma,Scaly Thrush,,Turdidae,,,,,
Zoothera talaseae,Black-backed Thrush,,Turdidae,,,,,
,,,,Zoothera talaseae,New Britain Thrush,,Turdidae,
,,,,Zoothera atrigena,Bougainville Thrush,,Turdidae,
Zoothera margaretae,White-bellied Thrush,,Turdidae,Zoothera margaretae,Makira Thrush,,Turdidae,
,,,,Zoothera terrestris,Bonin Thrush,,Turdidae,
Nesocichla eremita,Tristan Thrush,,Turdidae,Turdus eremita,Tristan Thrush,,Turdidae,
,,,,Myadestes woahensis,Amaui,,Turdidae,
Myadestes lanaiensis,Olomao,,Turdidae,,,,,
,,,,Myadestes lanaiensis,Olomao,,Turdidae,
Cichlopsis leucogenys,Rufous-brown Solitaire,,Turdidae,,,,,
,,,,Cichlopsis leucogenys,Rufous-brown Solitaire,,Turdidae,
,,,,Cichlopsis chubbi,Chestnut-throated Solitaire,,Turdidae,
,,,,Cichlopsis peruviana,Peruvian Solitaire,,Turdidae,
,,,,Cichlopsis gularis,Guianan Solitaire,,Turdidae,
Catharus dryas,Spotted Nightingale-Thrush,,Turdidae,,,,,
,,,,Catharus dryas,Gould's Nightingale-Thrush,,Turdidae,
,,,,Catharus maculatus,Sclater's Nightingale-Thrush,,Turdidae,
Catharus ustulatus,Swainson's Thrush,,Turdidae,,,,,
,,,,Catharus ustulatus,Russet-backed Thrush,,Turdidae,
,,,,Catharus swainsoni,Swainson's Thrush,,Turdidae,
Psophocichla litsitsirupa,Groundscraper Thrush,,Turdidae,,,,,
,,,,Psophocichla litsitsirupa,Groundscraper Thrush,,Turdidae,
,,,,Psophocichla simensis,Ethiopian Thrush,,Turdidae,
,,,,Turdus olivaceus,Olive Thrush,,Turdidae,
Turdus olivaceus,Olive Thrush,,Turdidae,,,,,
Turdus abyssinicus,Abyssinian Thrush,,Turdidae,,,,,
,,,,Turdus abyssinicus,Abyssinian Thrush,,Turdidae,
Turdus bewsheri,Comoros Thrush,,Turdidae,Turdus bewsheri,Comoro Thrush,,Turdidae,
Turdus merula,Common Blackbird,,Turdidae,,,,,
,,,,Turdus merula,Eurasian Blackbird,,Turdidae,
,,,,Turdus mandarinus,Chinese Blackbird,,Turdidae,
Turdus poliocephalus,Island Thrush,,Turdidae,,,,,
,,,,Turdus poliocephalus,Island Thrush,,Turdidae,
,,,,Turdus niveiceps,Taiwan Thrush,,Turdidae,
Turdus kessleri,Kessler's Thrush,,Turdidae,Turdus kessleri,White-backed Thrush,,Turdidae,
Turdus ruficollis,Red-throated Thrush,,Turdidae,Turdus ruficollis,Rufous-throated Thrush,,Turdidae,
Turdus mupinensis,Chinese Thrush,,Turdidae,Otocichla mupinensis,Chinese Thrush,,Turdidae,
Turdus plumbeus,Red-legged Thrush,,Turdidae,,,,,
,,,,Turdus plumbeus,Northern Red-legged Thrush,,Turdidae,
,,,,Turdus ardosiaceus,Eastern Red-legged Thrush,,Turdidae,
,,,,Turdus rubripes,Western Red-legged Thrush,,Turdidae,
Turdus chiguanco,Chiguanco Thrush,,Turdidae,,,,,
,,,,Turdus chiguanco,Chiguanco Thrush,,Turdidae,
,,,,Turdus anthracinus,Sombre Thrush,,Turdidae,
Turdus ignobilis,Black-billed Thrush,,Turdidae,,,,,
,,,,Turdus ignobilis,Black-billed Thrush,,Turdidae,
,,,,Turdus debilis,Floodplain Thrush,,Turdidae,
,,,,Turdus arthuri,Campina Thrush,,Turdidae,
Turdus hauxwelli,Hauxwell's Thrush,,Turdidae,,,,,
,,,,Turdus hauxwelli,Hauxwell's Thrush,,Turdidae,
,,,,Turdus sanchezorum,Varzea Thrush,,Turdidae,
Turdus daguae,Dagua Thrush,,Turdidae,,,,,
,,,,Turdus albicollis,White-necked Thrush,,Turdidae,
Turdus albicollis,White-necked Thrush,,Turdidae,,,,,
Turdus migratorius,American Robin,,Turdidae,,,,,
,,,,Turdus migratorius,American Robin,,Turdidae,
,,,,Turdus confinis,San Lucas Robin,,Turdidae,
Heteroxenicus stellatus,Gould's Shortwing,,Turdidae,Heteroxenicus stellatus,Gould's Shortwing,,Muscicapidae,
Brachypteryx hyperythra,Rusty-bellied Shortwing,,Turdidae,Brachypteryx hyperythra,Rusty-bellied Shortwing,,Muscicapidae,
